total_rooms,population,median_income,median_house_value
10394,4496,5.9289,411300
1988,770,5.8661,404500
3370,1020,11.0911,500001
3540,1364,13.6623,500001
3194,1032,10.156,500001
3961,1541,11.1118,500001
2582,1088,6.4651,500001
1721,710,10.1768,500001
1651,650,5.6582,500001
5484,1947,4.4375,500001
1226,380,4.2875,500001
3892,1454,7.7317,396000
2512,795,7.5975,369100
2718,1011,15.0001,500001
4926,1478,7.472,439900
2518,931,5.8393,485300
2695,1059,4.7841,393500
2426,1085,5.1523,387800
1631,665,6.8443,492500
2127,1532,2.7348,231300
3318,1273,5.5922,382100
3900,1690,4.125,226900
2789,849,4.1012,244700
1853,351,5.2742,230700
3584,1619,4.125,394400
2736,1251,4.2356,347700
5723,2450,4.7179,376700
2229,1088,6.3525,278300
3109,1433,6.6319,269600
3498,1412,3.212,147600
3416,1319,6.9326,324600
1787,1108,3.9826,215800
2240,1104,3.5313,148700
4632,1724,6.3712,369800
2899,1356,4.87,220900
2144,928,5.798,286100
1146,672,3.1667,300000
4459,2471,3.5179,252700
1839,1302,3.55,214600
2750,1281,4.7333,286900
1171,603,2.8611,314300
2670,1034,6.4247,295100
3225,1463,5.7787,346700
2949,1335,6.0922,342400
2110,1008,6.1509,338700
4172,2585,4.0118,245800
3686,1612,3.197,367100
3333,1371,2.9083,122400
2628,1389,4,343200
2718,815,4.3182,357100
2035,948,3.2984,369400
3147,2165,3.5585,284800
2171,870,3.194,276300
2128,1049,4.027,290000
1797,775,3.2308,331300
10923,4773,4.0791,281300
2851,1286,4.5694,243700
3559,1533,4.0585,245500
13245,5495,5.4904,262100
2670,936,2.7717,354000
2392,747,3.5341,500001
617,224,3.9205,183000
7974,2904,4.1282,188100
1380,755,4.7961,168800
6091,2064,5.1837,259800
2644,1197,6.5338,267900
4595,2849,2.478,185600
1006,610,2.25,187500
5710,4163,3.0306,178500
1331,580,3.975,500001
1684,902,3.7891,206300
4505,2111,3.3536,283300
5550,2372,2.5509,181800
1546,833,2.8893,185400
1977,812,3.625,198000
2046,812,2.3182,500001
1931,855,2.6979,266700
4104,4729,1.8214,173800
2205,1138,2.8819,208600
975,650,1.9562,192500
861,486,4.1875,185000
928,538,2.4583,197900
5039,1298,3.209,313300
4123,1703,1.9891,500000
1877,1288,1.9386,106300
928,845,1.6318,187500
353,359,1.5625,162500
1427,974,1.3903,184400
1926,1190,1.3269,166100
2129,1323,2.9539,169900
2447,1405,3.2917,150800
3297,1793,2.5754,169700
1586,912,4.25,150300
2062,1302,4.0109,145700
1251,700,3.9875,142900
5963,3015,2.7386,216100
2823,1189,5.1733,198100
3546,1533,5.276,224500
3672,1827,2.9716,173600
3575,1654,5.7409,274100
3109,1823,3.1875,153800
3619,1759,2.765,98500
2580,982,1.6402,169300
1580,792,4.0469,162400
4784,1810,2.4375,108900
2868,855,2.7846,91200
1057,316,2.7417,91700
1246,424,2.2882,85800
14960,6666,3.7568,184100
20944,8738,4.3762,215500
2150,1428,2.4754,157300
1835,599,2.0147,87700
6235,4127,3.0704,151600
4835,2983,4.3428,152100
2204,1435,3.676,125600
1837,934,3.8958,189800
2971,2051,2.675,117100
1502,1514,2.6442,103300
1315,1425,2.0272,99600
6131,4049,3.8156,150700
2513,1151,6.3054,359000
4609,2582,4.3429,173900
1678,1227,4.1713,133800
2329,1456,3.7933,131000
3483,2140,3.125,102300
3075,1843,2.8558,97100
2499,1314,4.85,186900
8206,4399,3.6301,170900
3737,2212,3.1062,141000
2919,1130,2.5872,155600
1905,1258,3.33,127900
4543,2298,2.9386,143400
25135,35682,2.5729,134400
2866,1354,4.5764,257300
3165,1351,4.605,263300
2924,1193,6.2475,331300
5294,2312,5.4563,325700
3310,1104,6.1009,314400
3313,1022,2.7986,189900
6358,2778,4.0357,295900
1921,862,5.1786,376800
3536,2007,3,146700
2704,1322,3.7857,227000
3339,1727,2.8393,173200
2792,1696,3.668,171200
1614,1031,2.0956,134400
2699,1425,2.375,137300
2221,1440,2.2368,154600
1755,1687,1.995,146900
4687,2436,4.5391,180900
2786,1250,4.5,222600
3725,2833,2.3214,247000
1902,848,5.5395,273300
3031,1301,4.0882,296100
2889,1931,3.8547,208300
5392,2350,5.0507,291500
3518,2091,3.2614,168800
2921,1838,2.2393,117000
1088,601,3.8438,243800
1800,891,7.0177,267600
3103,1704,3.7644,264700
3016,1727,4.9375,232800
2073,573,8.2531,419200
5898,3129,4.7647,254100
2980,1531,3.1553,250000
4132,2012,3.1906,234500
4068,918,3.1272,281300
5819,2228,4.9335,298100
3337,1385,4.15,272200
4992,2106,6.2079,307300
2690,1253,4.0328,294600
4409,1875,5.543,286400
3675,1693,3.3882,190800
2134,1555,1.7217,175000
1430,704,1.9571,162500
1991,1014,4.3068,240100
3756,1767,4.0776,196000
1718,1194,3.4359,150900
2899,1946,2.9875,172000
2334,962,1.808,97000
3224,1036,2.0246,148800
1962,1173,4.1316,162500
2486,1938,2.1293,151400
544,348,4.125,164600
6160,2997,4.6187,205000
20908,9690,4.1405,198500
2283,999,5.0249,196700
1420,470,1.8849,90800
2832,1065,2.3844,98600
5764,3161,4.4531,177500
2010,1160,3.9815,142600
2167,1654,3.5,135800
1906,1325,3.0197,136000
1472,1012,4.21,175600
2145,1360,4.2054,150700
3163,1675,2.8214,121900
1852,978,4.3542,156900
973,663,2.724,139300
2697,1633,3.4456,165800
1944,1992,2.066,127200
1872,1859,2.1875,121700
1846,1581,3.0982,111300
1631,1045,2.4505,147500
1701,989,2.5119,171700
2361,1472,2.0625,124500
2050,1302,2.7961,131300
1203,1035,2.6339,117000
1934,861,3.6181,213800
4400,1901,3.6375,198800
1736,801,4.4844,205500
3372,1770,3.5109,166000
2284,999,4.8929,212500
3337,1288,5.04,253700
3004,1948,2.7019,216900
3371,1481,2.9133,215700
2342,1518,2.9469,216100
2629,1044,4.2361,158500
1891,830,4.5764,207000
1569,1035,2.9191,159400
2554,1147,3.6346,192500
3337,1646,5.0195,200200
7880,3760,4.1807,182600
2143,828,4.2383,239000
2349,809,5.552,283900
5846,2282,5.5956,247800
1704,781,5.6605,224400
3780,1632,2.7644,111400
821,436,3.1667,160600
3002,842,2.1205,157300
676,384,6.2096,178100
4540,2235,4.5781,225600
23915,10877,4.6357,244900
2560,952,4.0625,87500
9998,3925,4.2826,237500
1487,810,3.625,135700
3066,1164,4,228100
4624,2091,3.6736,214500
4273,2328,3.3444,183900
1787,1446,3.75,163800
3765,1722,4.8152,218500
3561,1921,4.1128,209700
2937,1246,2.6487,196000
4503,3094,2.3159,91600
4091,1927,3.0139,199000
2025,1663,3.8147,139200
4576,2314,5.0123,210400
4839,1708,2.8586,163300
1889,754,2.2278,132800
596,426,3.0221,214300
5923,3943,3.1793,159900
4750,2726,3.5839,158500
1660,733,5.6874,202700
2241,997,3.4833,193200
1149,702,5.5696,168400
1129,758,5.0346,174600
1070,470,2.3062,158900
3907,1759,3.1776,172600
1649,993,4.8526,170700
2618,1320,4.1053,171400
1710,1025,4.1641,163600
2363,1211,3.8967,172600
2258,1147,4.0495,153900
3652,1677,2.3267,92000
6225,5410,2.32,117500
3068,912,3.775,168000
4372,1473,5.1194,247800
3261,926,4.3672,258900
3470,1197,5.1814,279900
8552,3335,5.311,255800
3487,1410,6.0336,240300
1862,685,7.745,237400
3676,1176,3.9464,171900
2398,349,7.0423,500001
3730,1335,4.1667,227100
5320,2015,6.3373,279600
3651,1311,7.5402,340300
7208,3097,6.617,285200
5080,1958,5.3905,299600
5685,3773,3.0426,129900
1497,827,4.3846,154200
1430,921,4.2357,160900
2546,1683,4.7426,160600
1893,936,5.1842,157700
2155,1158,4.7941,147500
3154,1656,5.0461,222400
5391,2732,5.1771,212800
5465,2844,4.4477,174800
2465,1226,5.4819,183800
6341,2697,4.8554,206700
2994,1231,3.2024,180400
2629,1444,3.5462,156800
3958,1981,3.4764,137500
6817,4526,2.6152,135300
555,612,2.1786,137500
3819,2447,3.8185,137200
7746,5370,2.3762,98500
13814,6583,2.8247,150000
4552,2737,2.25,136300
8742,4854,2.8015,143500
8466,7014,2.1437,113700
107,107,0.7054,137500
8374,2916,4.7019,191100
3159,1398,3.1467,161100
2810,1564,4.4655,182800
5546,2300,3.7109,199800
10665,4917,2.3171,159500
3208,1395,3.4455,190500
6126,2662,4.9005,264000
3164,1123,2.082,80000
52,59,3.875,200000
961,315,0.813,275000
2641,1167,2.2875,132400
9302,4074,4.3513,199600
1032,363,3.6389,186600
2402,1080,8.6803,347300
2756,1045,8.5957,444100
12045,5640,4.4375,353000
3400,1383,4.9844,249100
2876,1387,3.8292,177000
3792,1988,4.7566,178300
567,620,2.5284,122500
1356,1301,2.5331,115100
2094,1556,2.2,127700
1713,891,3.1429,171600
1060,823,1.8363,145500
2055,1326,3.0915,139900
1832,1669,2.2146,116700
674,565,1.875,114300
4578,2818,3.1458,187700
2474,1224,2.7216,146300
2453,1251,2.4122,127000
5565,3004,3.0054,142300
7483,3516,4.0484,262500
7000,3555,4.7022,172800
5149,2177,6.7957,287500
2385,1118,4.2813,169900
4393,2095,5.4786,223500
2427,1099,5.2323,167500
5516,2119,6.1868,320200
3142,1286,5.4663,248300
4677,1902,6.1834,335600
3490,1628,4.8836,239900
2816,1448,5.0278,210900
2087,992,4.5,222600
2755,1474,4.0408,225900
1406,737,5.5842,239100
12480,5102,5.5102,221000
5673,2592,5.4155,199200
7217,4197,2.8827,166700
3204,1818,5.2596,171500
3213,1975,3.475,167200
9044,5030,3.6348,164500
401,251,4.6518,170200
1227,645,5.6674,209800
4190,1802,2.4744,158200
1820,1001,2.1797,156300
1731,612,2.7813,172900
992,334,3.0089,134400
1985,536,4.125,148200
2522,616,3.875,198100
1378,532,1.5909,221900
349,120,5.359,193800
4454,1754,4.57,189900
2746,731,3.3214,176400
1791,327,3.3625,100000
934,452,1.9875,83700
382,194,2.5179,58800
4890,1289,2.5795,98700
4085,2133,2.919,116500
2680,1644,2.1949,127100
2595,1046,1.7137,110700
1608,567,1.4648,61800
4863,2266,4.2321,217400
4281,1891,3.5769,231800
3311,1627,3.1196,187200
3688,1969,2.875,222900
3348,1222,6.6361,308600
3874,1672,6.1481,274600
4115,2032,4.0159,169100
843,918,6.2152,240600
2053,993,5.5164,248900
4630,2048,6.4745,300300
3268,1431,5.7652,259900
2652,1355,6.2578,293100
4085,2129,4.7367,214500
2652,1421,3.5227,206100
1178,592,3.6728,500001
3991,2305,1.8981,500001
1314,473,4.3472,500001
2852,838,8.0755,500001
4985,1848,4.9211,500001
2494,958,3.2356,500001
741,277,4.4712,500001
2583,1335,3.1477,500001
2618,1328,4.1607,350000
3278,1279,5.4378,500001
812,629,2.5875,500001
4088,1906,3.6065,433300
1288,437,6.3245,500001
1860,679,4.775,500001
2094,920,4.2015,412500
1349,536,7.7852,250000
2450,1415,2.8229,375000
1642,1432,1.9063,300000
1394,1700,2.75,168800
1724,1016,3.3839,400000
1866,2957,1.8295,243800
1821,1648,0.8836,450000
3697,1446,5.866,500001
2892,1785,3.5746,350000
3598,2062,2.9871,380000
2797,1156,4.3472,500001
3823,1830,4.2458,450000
3321,1576,2.0987,458300
1777,932,3.3643,420000
3067,2122,2.5603,287500
3457,2286,2.565,225000
3364,2112,2.1343,400000
3511,2452,2.5013,275000
2909,1711,3.0296,500001
3302,1178,3.3681,500001
2161,904,3.5066,350000
1999,1846,1.9145,225000
2302,1515,1.3668,55000
3260,3260,0.9,500001
4561,1525,4.5581,500001
1185,1007,1.4552,450000
1436,1688,1.5156,237500
3610,1504,3.2059,500001
6016,3436,2.5166,275000
2737,1761,1.8068,225000
5783,4518,1.724,225000
812,628,2.3304,500001
1728,1211,0.8543,500001
3275,1137,3.7679,500001
3830,1310,3.4801,500001
1724,540,4.2857,500001
4309,1297,4.6781,500001
1375,287,3.9028,500001
2869,500,5.0376,500001
3257,1045,4.5523,500001
1580,714,3.2447,500001
1006,445,2.7717,500000
3149,1145,4.625,500001
3161,842,7.9761,500001
2865,1029,5.2539,500001
1603,727,3.9856,500001
3172,1259,4.1047,466700
2788,1302,4.199,400000
2994,1240,3.3715,500000
1976,1045,3.6893,475000
1006,349,3.2235,500000
1380,553,4.0417,500001
2657,1014,4.038,500001
2696,925,5.0365,500000
2520,959,5.7934,500001
2802,954,4.5399,500001
4079,1466,4.5913,500001
4506,1980,4.0156,500001
3565,1377,3.8068,500001
3486,1248,7.2623,500001
6186,2065,5.8543,500001
1979,648,5.3124,500001
1335,402,10.8783,500001
2045,722,8.0755,500001
1447,483,15.0001,500001
2196,668,10.0914,500001
3069,1107,5.5634,500001
1734,731,1.4804,425000
1457,495,10.7097,500001
899,304,14.2959,500001
2106,743,5.2909,500001
1817,800,3.975,500001
3640,1525,4.4375,500001
3785,1371,6.4209,500001
3522,1319,4.3986,500001
3219,1152,4.2042,500001
2511,1202,2.6607,87500
670,655,3.4423,117500
3312,1475,2.7165,500001
3020,1294,3.4375,500001
1637,649,5.0049,460000
1903,831,4.4464,500001
2083,1224,4.0882,468800
1726,614,3.6812,500000
2695,1243,2.8569,372200
2747,1320,3.1576,333300
2009,761,3.7188,500001
3975,1515,5.0156,500001
2459,1362,2.6782,450000
2380,1245,1.3062,220000
1181,901,1.4866,237500
1345,560,3.7159,494400
2686,1392,4,355300
1682,837,5.2806,400000
1235,481,3.6875,492300
3510,1703,2.8654,280000
1545,561,3.875,412500
1452,897,4.1319,322700
1013,464,3.2011,428300
2033,2198,3.6667,418400
883,601,2.151,146900
2246,1277,2.9792,350000
3017,1588,3.3882,471400
2747,1309,2.943,341700
1118,514,2.4196,346200
1364,707,3.1607,293800
3587,1821,2.6392,287500
1205,577,3.6437,275000
4065,2079,3.1462,187500
1257,1093,1.8438,72500
2728,1670,1.077,115000
2037,1371,0.9355,112500
989,634,2.4414,275000
1254,895,2.1516,187500
1310,1009,1.3844,177500
1952,1284,2.105,316700
4014,2070,2.8202,442900
3944,1913,2.9567,425000
2911,1696,2.5721,475000
2705,1355,2.0161,364300
2339,1090,3.3679,350000
3188,1526,3.3068,500001
1722,885,3.0906,500001
3475,1518,3.6186,500001
2296,1039,4.1417,500000
2191,1100,3.0409,500000
2645,1275,3.35,492900
3563,1712,3.3702,335700
1760,742,4.445,400000
2002,939,3.2239,488900
2994,1428,3.0766,438900
1086,589,2.5186,250000
1925,867,2.879,450000
1567,654,2.6914,366700
2514,1428,2.3977,412500
2416,1188,2.3887,337500
1862,872,3.2981,222700
4397,1939,2.7587,354500
2685,1170,3.6894,418800
2537,849,5.1788,476900
5604,2023,4.4085,400000
2202,833,6.8939,455900
3225,1494,4.4875,500001
3505,1374,4.3667,500001
2518,979,4.6912,500001
1457,621,4.6477,450000
3095,1269,3.575,500001
3939,1737,4.5052,500001
1928,2124,1.1185,55000
1534,1520,1.4554,375000
254,153,3.8625,350000
361,168,3.2292,275000
1963,1628,2.6083,193800
352,313,2.5742,350000
849,582,3.4671,250000
1014,1055,1.8519,32500
3464,1441,4.7105,275000
1405,725,3.6037,187500
94,113,4.6563,350000
5416,4531,2.7909,250000
464,286,1.6125,112500
144,1061,4.3958,225000
759,421,2.0548,162500
1176,1136,1.375,312500
1291,1846,1.3365,225000
2185,1266,2.7794,350000
4226,2619,2.5755,325000
3587,2259,2.5403,250000
2714,1438,3.6031,275000
1582,868,3.8261,250000
2250,1051,2.8458,350000
2959,1145,4.2222,361600
5089,1935,4.6053,386100
4930,2232,4.3232,316200
1581,580,4.05,423100
2589,945,5.2519,376600
2564,810,5.6235,500001
1968,784,3.3702,370000
2110,816,3.9079,370000
2509,855,5.0731,405400
3771,1575,3.5655,427300
2242,751,4.75,500001
2356,909,4.2569,455400
3708,1531,3.3565,386400
4407,2280,3.3937,270000
4001,2129,3.5052,391200
2088,1082,2.6803,490000
1190,1270,2.0329,225000
2038,2007,2.5701,266700
1494,1630,1.65,265000
2150,2075,1.3824,212500
1855,1715,2.1289,250000
1207,1008,3.3816,262500
801,639,2.1971,275000
1609,1155,2.2328,250000
1974,935,2.7173,300000
2112,1227,3.5536,400000
2708,1460,2.9052,400000
1564,1162,3,275000
2700,1181,3.575,396800
1970,871,4.0625,355600
2459,1012,4.0568,387900
2332,861,4.4318,437500
2285,839,4.7946,355600
3114,1144,4,375000
2082,801,4.2708,368900
2721,1043,3.7545,383700
1519,573,4.2667,338800
1573,725,5.0505,380400
1615,633,3.5114,347500
3521,1415,4.875,362200
2960,1191,3.95,347700
2164,1122,3.2632,306000
2713,1370,4.6547,325700
1786,856,3.0833,328100
2229,1079,5.0196,324300
2155,962,3.775,325900
4850,1824,5.0519,356100
5457,2304,4.5469,409700
6291,2818,4.2672,391900
2074,909,4.8382,294900
184,118,4.5375,350000
3328,1260,4.7437,331000
2637,1159,3.8846,333100
1514,724,5.3292,300900
1142,494,5.0602,298900
1029,461,5.0782,310800
248,124,1.4886,450000
624,410,4.0042,208300
157,88,3.675,162500
1877,712,3.9722,290900
2316,1047,4.5057,321600
3390,1645,3.7051,253700
6848,3269,2.8679,243300
4265,1555,4.119,298300
1495,506,4.4375,320000
1185,480,4.4074,277300
1427,620,1.9944,262500
1529,1347,2.9312,239100
3452,2987,2.8135,260300
2064,1726,3.4028,233300
492,316,3.0865,225000
351,308,2.6667,325000
2479,1816,3.0774,300000
2605,2071,3.2964,265000
1182,1029,2.0577,214600
1057,837,2.4531,229000
1919,1483,3.4063,253900
1892,1442,4.2891,230000
1678,1220,2.5809,255300
2164,2034,2.0325,178100
2452,1932,2.3903,236100
1282,1176,2.6538,206300
4110,2147,2.5694,201000
4864,3134,4.3393,217300
3490,2337,3.4472,225400
2462,1587,2.59,211800
4037,2722,1.4282,140400
6804,4737,1.4133,203400
1462,924,2.1767,185300
120,55,2.625,187500
543,259,2.2167,193800
1388,871,2.1667,193800
1517,879,2.2222,195100
1931,1025,2.9063,192000
1070,567,2.8603,189000
1489,1115,2.6364,199300
1609,1064,1.1125,206300
2893,1923,3.6607,192300
135,93,2.1484,181300
3065,1405,3.7813,275900
1754,928,4.1417,270800
1403,839,4.7031,255200
2524,1430,3.4073,254700
2515,1209,3.5912,284900
409,148,3.6687,335000
831,415,1.9464,249000
1842,1032,5.5563,250800
2019,999,4.2212,271300
1916,889,4.0391,279900
1674,734,3.8864,281300
1271,1076,2.9911,263900
2163,1447,3.3555,275000
1663,935,4.1552,240900
1728,1178,3.2813,229600
2058,1208,3.6429,230000
3426,2261,2.888,246400
1651,973,3.4583,240900
2084,1438,2.3087,258600
1540,1136,4.3125,243000
3230,1765,3.3333,292300
1583,935,4.6786,263200
1435,1008,4,264000
1386,729,3.6694,275500
1289,782,3.6719,259800
1775,1102,4.3125,267200
2381,1485,4.3898,270000
866,587,5.0224,261900
1819,1534,4.0132,229400
1871,1055,4.625,279300
1791,988,4.5769,254500
1985,1337,4.1071,240900
2604,1703,3.4231,230200
1947,1170,3.4769,238700
1413,1027,2.3625,233000
1931,1092,3.7835,271300
2115,1168,4.0642,272500
1474,998,4.0781,250300
1465,1119,4.2672,219400
971,647,2.1187,239300
2789,1682,3.8643,276200
2104,1225,4.8214,242900
1650,904,4.0583,236200
2638,1789,4.0071,244700
2912,1989,3.6667,252600
3427,2363,3.6885,254000
2206,1583,3.7105,250500
2890,1769,3.8274,252000
3351,2101,3.0107,242000
3602,2270,3.8934,251800
1494,1463,3.1786,222600
1557,1173,3.4605,265000
2675,1773,3.9565,268500
1729,890,4.3036,261800
1380,847,3.7143,260000
2559,1562,4.3846,270600
1658,1086,3.8583,261600
1578,1159,3.9167,243600
1580,1425,4.0547,246200
1527,1102,4,231600
2878,1633,4.5,266900
1508,1138,4.0234,266500
1410,879,3.1908,255600
1507,929,3.8958,247700
2711,1848,3.9567,251500
1230,895,5.3913,248900
2370,1524,5.0201,264100
3131,2204,3.5536,251000
1948,1434,3.0313,219100
1883,1411,3.0469,238000
2289,1697,3.4773,226300
5015,3900,1.2269,181900
2054,1738,4.9926,213900
1852,1615,3.495,217800
1975,1528,3.8625,218300
1167,953,4.2727,241900
2602,1330,3.5435,278600
2236,1186,3.4531,414300
1824,799,3.75,435700
1817,948,3.93,390000
5283,2659,3.5744,500000
1072,363,6.1636,367700
2192,954,4.5352,374200
2941,1545,2.9899,406500
2680,1587,2.5933,359600
2842,1396,3.2679,345700
2465,1170,4.0793,306700
2064,1055,2.8711,329600
3525,1675,3.2083,330000
4001,1886,3.3239,350000
3200,1391,3.6346,338000
2399,911,4.4312,361000
2413,1095,4.0089,357000
2747,1281,5.482,366300
2807,1152,5.1893,420300
2464,1179,4.4946,358600
1590,622,5.8151,500001
1207,465,10.7569,500001
2713,1090,9.3603,500001
3238,1293,6.1592,381700
1598,689,4.6071,337400
1538,819,4.0846,333600
2303,862,6.0274,349000
1997,772,4.95,322600
1363,1786,3.0804,313400
1849,695,6.5372,394000
1596,642,4.375,349500
1905,707,6.2561,431000
6429,2535,5.0887,335100
3700,1488,5.5622,313600
5688,2263,6.203,346800
2180,856,5.3961,416900
2053,791,10.959,500001
2055,735,8.1189,500001
3797,1633,5.6787,363600
3688,1605,4.9537,365600
2673,876,7.8476,500001
3547,1276,8.0069,426800
2951,1115,6.7228,405200
2134,936,5.9245,484600
2151,762,10.7309,500001
1653,641,10.6605,500001
1836,767,5.9114,399000
2401,812,6.8322,394100
2510,1153,5.1238,335100
2857,1431,5.2088,344200
1912,970,4.7813,275500
2838,1411,3.8304,261400
1350,752,3.2448,266200
2035,1193,5.0634,264200
3581,1670,4.1932,269200
982,653,4.2167,231900
1406,771,4.7143,219300
1773,1083,4.475,221200
2690,1795,3.6581,225000
1723,1216,3.3208,238600
1207,658,4.0859,228600
1690,962,3.2875,221500
2399,1225,4.0855,244100
2254,1388,2.9688,232000
2547,1577,4.1939,237900
1961,1211,3.5156,239400
968,434,2.5333,239300
1453,817,3,246700
1690,770,4.5913,259700
964,613,2.9119,228900
2253,1382,4.2562,221600
1642,1138,4.1406,219500
1711,1138,2.875,225000
1833,1093,3.0703,211800
2660,1491,3.9758,348600
2304,1273,3.275,332100
2684,1395,3.9097,323800
2236,1171,4.0977,322100
1845,1015,4.1397,331300
3260,1594,4.4094,336100
1382,708,5.8096,339800
2564,1092,3.5302,329600
2245,1091,3.5909,331200
1792,782,4.0391,332700
1351,650,3.5278,339800
1724,795,4.3977,353600
1637,729,4.3281,323100
2095,1126,4.4,318400
2515,1583,4.3393,317600
2453,1056,3.6859,311800
2203,1052,4.4375,329200
2555,1285,3.7734,314700
2074,1136,4.7703,331000
2181,1041,3.7361,320200
2140,1105,3.7054,308500
2341,1092,4.8036,297800
2044,979,3.9205,319100
2387,1041,3.7562,321200
2226,1177,4.8516,323800
2189,1147,3.4583,321300
2285,1211,4.0208,323100
2166,1072,4.131,314300
2841,1372,3.9236,335000
1190,497,6.2642,438500
1186,487,3.8333,340800
2442,1188,4.3909,317700
2302,1154,4.5744,315200
1597,566,5.1681,500001
2382,867,5.2598,371500
1937,742,5.1991,369400
1399,530,3.9219,433300
1821,742,5.6204,406200
3195,2410,3.1359,350000
1176,564,3.2059,350000
3850,1497,3.5296,400000
1405,733,4.1116,187500
2403,1281,3.2321,112500
2018,1142,3.7083,307700
2108,1299,3.1406,316200
1993,1009,3.9464,295600
1408,891,3.8333,296300
1491,841,4.5329,278800
1672,838,4.1419,291500
2373,1247,4.0985,283200
2345,1439,2.8448,268900
2527,1332,3.0465,274200
2320,1499,3.2792,260800
2226,1272,4.2644,284100
1673,1078,3.3393,272300
1620,941,4.3859,270200
1819,1137,3.4919,271800
1592,920,3.96,272200
1739,872,2.9632,286300
2310,1266,3.7969,297800
1771,1098,3.7552,296600
1472,820,5.6826,300000
2374,1087,3.5,275700
2527,1434,3.875,275700
2298,1429,4.0217,272400
2792,1640,4.0625,272800
1667,1041,3.9583,273700
2082,1154,4.3611,268100
2006,1230,4.1786,271100
2005,847,4.1029,500001
2165,1067,2.9293,350000
2594,1421,3.0265,350000
2059,999,3.7419,500001
3429,1584,3.7887,500001
1485,880,2.7431,307100
2635,1302,3.7292,416700
2844,1380,4.75,500001
437,194,2.8125,500001
2383,990,3.9688,483300
2388,1078,3.5221,443300
1941,955,4.1339,396400
2835,1674,3.129,375000
4683,2246,4.1148,457800
3371,1738,3.1653,335300
3028,1704,3.2028,322900
3304,1783,3.6148,352200
1647,546,9.1881,500001
3146,1143,6.1407,500001
2488,805,10.7058,500001
4140,2030,3.4236,376800
2632,1364,3.4605,441700
2051,1400,3.2396,375000
3088,1636,2.8553,360700
3193,2099,3.9375,402900
2241,1042,4.1635,398400
2275,1166,4.0652,421300
2169,1220,3.1989,446900
2951,1448,3.1392,422400
3021,1479,4.0208,414600
2042,1153,4.1856,404700
3143,1350,3.8571,366700
3047,1427,3.4883,337200
2666,1362,4.218,393800
2556,1202,3.8899,348500
2159,1111,3.5588,346400
2910,1508,3.5865,311400
2695,1505,3.0877,329100
3440,1663,3.0278,356300
2342,1170,3.7036,369200
2433,1070,4.125,359500
2050,1109,2.6719,318500
2723,1419,3.6429,328400
2176,1040,4.2414,500001
1922,1049,3.5833,348500
1769,1032,3.9954,324700
2299,1252,5.0562,336700
2739,1312,3.5833,322900
2646,1418,3.7167,332800
2564,1056,4.7328,351100
2496,1201,4.0353,342200
2131,1229,2.9201,322200
6927,4715,3.4051,500001
8,13,15.0001,500001
2975,1453,3.527,318900
4219,3549,1.2387,212800
479,355,2.7083,180400
126,37,10.2264,225000
54,23,6.1359,225000
1088,558,4.2708,207100
1649,1183,3.3625,223700
1942,1618,0.9365,52500
1200,1448,1.1094,52500
1026,1109,1.2904,63300
888,630,1.2411,112500
287,154,0.8738,75000
761,438,0.7714,87500
674,575,2.2024,45000
107,167,0.7917,22500
1212,1202,1.7875,76800
1112,583,2.3393,77600
1610,1025,1.2962,110200
1778,1237,1.3438,103100
1669,1340,1.3191,92300
2668,1398,1.125,110400
1475,736,3.6591,105100
1354,679,1.7788,97400
2654,1157,3.226,107600
1829,694,3.3466,92600
2348,1455,1.65,66000
1624,1805,1.425,61300
557,573,1.7212,59000
1318,1368,1.8261,54600
512,676,1.7386,52000
1406,1489,1.4688,56800
1766,1406,1.7039,52700
288,272,0.696,42500
2827,2037,2.0303,63800
964,742,1.2625,43000
375,323,1.9531,45000
452,412,1.3417,60800
24,23,2.375,67500
40,64,2.625,55000
1938,788,3.6094,118400
1700,922,3.1845,87200
1832,975,2.0398,88100
1619,906,2.5488,80300
1839,2010,2.1284,59400
747,338,1.7885,62100
123,50,2.7656,50000
2493,1203,3.765,94600
2830,1554,3.0354,113700
3656,1698,3.1406,93900
614,227,3.9922,247400
1343,462,5.8995,189900
3247,1737,3.066,94100
3113,1746,3.4625,84600
3166,1351,3.5404,91600
2270,1097,3.3235,87800
2453,1093,2.9107,88800
1727,730,2.5195,92600
1511,721,3.5703,87400
1953,999,2.0043,90800
3386,1228,3.0625,141500
2980,1128,4.061,113600
1824,720,5.1915,183700
2604,988,3.6667,123100
625,533,2.625,65400
2995,1392,1.7794,98800
2501,1171,2.5043,76700
2373,990,4.175,98300
2259,766,2.2981,105400
930,463,3.4141,90600
1271,2019,1.5152,81300
2375,1167,2.6673,87500
3375,1388,2.6364,93800
495,284,2.8854,55700
3274,2050,2.1265,55700
2608,1322,2.5714,70000
1005,492,2.6812,72800
941,414,2.1429,69900
965,498,1.6944,75200
1023,550,1.1141,54400
527,367,2.5,63600
948,749,1.962,52700
583,310,2.5625,54200
1633,885,0.9782,54200
1765,1056,1.5329,48300
1189,891,2.5536,50500
1288,846,1.7895,63100
940,690,2.3056,62300
2398,1143,3.0352,69800
855,716,2.0375,75000
1511,892,1.7898,63500
1703,1208,2.0817,55300
819,677,1.725,59300
1841,1368,2.1583,62000
461,382,1.275,54000
535,335,2.5234,62800
2205,1730,2.4866,68300
874,788,1.9187,57700
2001,1384,1.9402,62200
